Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,2,9254,2,1,0.210526316,1,12,1,10,4,0.144210526,2,1,1,2,1,2,0.018867925,1,1,7,10,6,0.60397351,1,1,7,7,7,0.61025641,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9130,2,1,0.401052632,1,1,1,4,10,0.452631579,2,1,1,2,1,1,0.056603774,1,1,7,12,7,0.706401766,1,1,7,11,7,0.7,1,1.0,0.244444444,0.414795244,0
1,44,2,9070,2,39,0.578947368,1,12,37,4,10,0.554736842,1,1,2,2,1,2,0.094339623,1,3,8,8,8,0.719016083,1,6,10,10,10,0.741880342,1,0.558139535,0.288888889,0.772787318,0
2,39,2,9556,2,19,0.401052632,1,37,38,10,10,0.294736842,1,1,1,2,1,1,0.264150943,1,1,8,14,7,0.626931567,1,1,8,9,8,0.658461539,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9853,2,1,0.484210526,1,19,19,10,9,0.503157895,1,1,1,2,1,2,0.037735849,1,1,8,8,8,0.764427625,1,1,8,8,8,0.761538461,1,1.0,0.244444444,0.414795244,0
1,1,3,171,2,1,0.473684211,1,1,3,4,4,0.455789474,2,1,1,2,1,1,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.558139535,0.288888889,0.772787318,0
1,1,3,9254,2,1,0.431578947,1,38,38,10,8,0.317894737,2,1,1,2,1,2,0.018867925,1,1,7,9,7,0.65089877,1,1,7,10,6,0.667692308,1,0.151162791,0.488888889,1.0,0
1,1,2,9085,2,1,0.473684211,1,12,1,2,91,0.492631579,1,1,1,2,1,1,0.075471698,1,1,6,8,6,0.762913907,1,1,6,6,6,0.743076923,1,0.0,0.755555556,0.578599736,0
1,17,6,9500,2,1,0.505263158,1,38,1,10,8,0.374736842,2,1,1,2,1,2,0.018867925,1,1,8,9,8,0.696688742,1,1,9,10,9,0.811394231,1,0.73255814,0.111111111,0.640686922,0
1,44,2,9147,2,39,0.368421053,22,2,37,3,9,0.368421053,1,1,2,1,2,1,0.150943396,2,1,6,7,1,0.0,1,1,6,6,1,0.0,1,0.918604651,0.8,0.0,1
1,15,2,9119,2,1,0.401052632,41,1,3,6,9,0.052631579,1,1,2,2,2,1,0.075471698,2,1,6,6,1,0.0,1,1,7,9,1,0.0,1,0.406976744,0.311111111,0.80317041,1
1,18,3,9500,2,1,0.357894737,1,38,37,6,6,0.252631579,2,1,1,2,1,2,0.037735849,1,1,9,9,8,0.653926206,1,1,9,9,8,0.664615385,1,0.372093023,0.488888889,0.766182299,0
1,1,3,9773,2,1,0.389473684,1,38,1,10,10,0.308421053,2,1,1,2,1,1,0.037735849,1,1,7,7,6,0.646357616,1,1,7,8,6,0.581538462,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9254,2,1,0.242105263,1,11,34,6,1,0.286315789,2,1,1,2,1,1,0.094339623,1,1,7,11,5,0.556291391,1,1,7,15,2,0.592307692,1,0.0,0.755555556,0.578599736,1
1,15,2,9147,2,1,0.578947368,1,38,1,10,2,0.578947368,1,1,1,2,2,1,0.037735849,1,1,6,6,6,0.561589404,1,1,6,9,6,0.624615385,1,0.558139535,0.288888889,0.772787318,0
1,16,3,9238,2,1,0.284210526,1,19,37,10,8,0.34,2,1,1,2,1,2,0.037735849,1,1,7,9,5,0.59602649,1,1,7,7,7,0.646153846,1,0.372093023,0.488888889,0.766182299,0
1,43,2,9670,2,1,0.336842105,22,37,37,10,10,0.336842105,2,1,1,2,2,1,0.113207547,2,4,10,12,7,0.556291391,1,5,11,11,11,0.63,1,0.209302326,0.0,0.124174373,0
1,1,3,9773,2,1,0.284210526,1,37,37,10,10,0.335789474,2,1,1,2,1,2,0.037735849,1,1,7,12,5,0.582781457,1,1,7,12,4,0.628205128,1,0.209302326,0.0,0.124174373,0
1,18,4,9500,2,1,0.378947368,1,19,1,5,8,0.342105263,2,1,1,2,1,1,0.018867925,1,1,8,8,8,0.712961211,1,1,9,9,9,0.781442308,1,0.73255814,0.111111111,0.640686922,0
1,1,3,9085,2,1,0.368421053,1,19,19,91,91,0.284210526,1,1,1,2,1,1,0.056603774,1,1,6,7,6,0.667549669,1,1,6,9,5,0.664102564,1,0.0,0.755555556,0.578599736,0
1,17,6,9085,2,1,0.368421053,1,19,19,91,8,0.218947368,1,1,1,1,1,1,0.018867925,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,17,2,9670,2,1,0.368421053,1,3,19,6,6,0.28,1,1,1,2,1,1,0.018867925,1,1,7,7,7,0.72406181,1,1,7,9,6,0.732307692,1,0.151162791,0.488888889,1.0,0
1,17,5,9147,2,1,0.284210526,1,19,19,6,8,0.225263158,2,1,2,2,1,2,0.018867925,1,1,6,6,6,0.614569536,1,1,6,6,6,0.635384615,1,0.406976744,0.311111111,0.80317041,0
1,39,2,9130,2,1,0.2,1,38,38,10,11,0.263157895,1,1,1,2,1,1,0.132075472,1,1,7,10,7,0.666035951,1,1,7,11,6,0.691025641,1,0.406976744,0.311111111,0.80317041,1
1,17,5,9853,2,1,0.505263158,1,37,37,10,6,0.34,2,1,1,2,1,1,0.018867925,1,1,7,8,6,0.625165563,1,1,7,8,6,0.613846154,1,0.372093023,0.488888889,0.766182299,1
1,1,4,9147,2,1,0.336842105,1,1,38,6,8,0.3,2,1,1,2,1,2,0.037735849,1,1,6,6,6,0.614569536,1,1,6,12,4,0.682051282,1,0.209302326,0.0,0.124174373,0
1,17,4,9238,2,1,0.484210526,1,19,38,10,8,0.322105263,2,1,1,2,1,2,0.037735849,1,1,7,9,7,0.600441501,1,1,7,7,7,0.637179487,1,0.151162791,0.488888889,1.0,0
1,1,2,9254,2,1,0.357894737,1,38,38,7,7,0.247368421,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.565121413,1,1,7,7,7,0.619230769,1,0.0,0.755555556,0.578599736,0
1,1,3,9130,2,1,0.473684211,1,19,37,10,10,0.363157895,2,1,1,2,1,1,0.018867925,1,1,6,11,5,0.715231788,2,1,6,6,6,0.721538462,1,0.593023256,1.0,0.311756935,0
1,1,2,171,2,1,0.442105263,1,19,19,6,6,0.416842105,2,1,1,2,1,2,0.037735849,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.372093023,0.488888889,0.766182299,0
1,44,2,9085,2,1,0.473684211,1,4,4,3,7,0.473684211,1,1,1,2,1,1,0.094339623,1,3,7,10,7,0.706401766,1,2,7,10,5,0.619230769,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9254,2,1,0.505263158,1,2,37,2,2,0.402105263,2,1,1,2,1,1,0.037735849,1,1,7,10,6,0.709933775,1,1,7,17,3,0.726923077,1,0.372093023,0.488888889,0.766182299,0
3,17,2,9238,2,1,0.452631579,1,37,37,10,10,0.405263158,2,1,1,2,1,2,0.075471698,1,1,7,9,4,0.540397351,1,1,7,14,5,0.659615385,1,0.593023256,1.0,0.311756935,0
1,17,2,9773,2,1,0.263157895,1,19,38,10,8,0.241052632,2,1,1,2,1,2,0.075471698,1,1,7,7,6,0.688741722,1,1,7,8,7,0.691025641,1,0.151162791,0.488888889,1.0,0
1,1,4,9500,2,1,0.515789474,1,38,38,6,8,0.347368421,2,1,1,2,1,2,0.018867925,1,1,9,12,8,0.683897824,1,1,9,12,8,0.695076923,1,0.372093023,0.488888889,0.766182299,0
1,1,6,9853,2,1,0.294736842,1,1,12,5,10,0.191578947,2,1,1,2,1,1,0.056603774,1,1,7,13,5,0.635761589,1,1,7,12,2,0.538461539,1,0.372093023,0.488888889,0.766182299,1
1,1,4,9254,2,1,0.357894737,1,37,38,8,8,0.284210526,2,1,1,2,1,2,0.018867925,1,1,7,10,7,0.573951435,1,1,7,9,6,0.592307692,1,0.0,0.755555556,0.578599736,0
1,16,4,9070,2,1,0.6,1,1,38,5,9,0.651578947,2,1,1,2,1,1,0.037735849,1,1,7,7,7,0.812362031,1,1,7,10,7,0.852564102,1,0.593023256,1.0,0.311756935,0
1,1,3,9500,2,1,0.368421053,1,1,38,10,10,0.316842105,2,1,1,2,1,2,0.018867925,1,1,8,10,7,0.679028698,1,1,9,12,7,0.693269231,1,0.406976744,0.311111111,0.80317041,0
1,15,2,9147,2,1,0.401052632,41,41,1,4,5,0.052631579,1,1,2,1,2,1,0.169811321,2,7,8,8,7,0.688741722,1,3,7,7,3,0.753846154,1,0.406976744,0.311111111,0.80317041,1
1,15,2,9119,2,1,0.684210526,32,1,3,144,153,0.684210526,1,1,2,2,1,1,0.037735849,2,1,7,12,3,0.715231788,2,1,6,12,3,0.592307692,1,0.151162791,0.488888889,1.0,0
1,18,2,9670,2,1,0.4,1,1,1,10,10,0.278947368,2,1,1,2,1,2,0.037735849,1,1,7,8,7,0.688741722,1,1,7,7,7,0.771794872,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9085,2,1,0.452631579,1,38,37,10,7,0.334736842,2,1,1,2,2,1,0.018867925,1,1,6,7,5,0.622516556,1,1,6,11,6,0.676923077,2,0.372093023,0.488888889,0.766182299,0
1,1,6,9670,2,1,0.494736842,1,19,19,8,4,0.398947368,1,1,1,2,2,1,0.037735849,1,1,6,6,5,0.662251656,1,1,6,6,5,0.767307692,1,0.0,0.755555556,0.578599736,0
1,1,2,171,2,1,0.210526316,1,1,1,10,10,0.413684211,2,1,1,2,2,1,0.150943396,1,17,18,20,18,0.615158205,1,15,18,23,18,0.649145299,1,0.558139535,0.288888889,0.772787318,0
1,17,7,9254,2,1,0.315789474,1,1,1,5,4,0.268421053,2,1,1,2,2,1,0.018867925,1,1,7,7,7,0.741721854,1,1,7,7,7,0.78974359,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9003,2,1,0.789473684,1,1,4,10,6,0.516842105,2,1,2,1,2,1,0.169811321,1,1,7,9,1,0.0,1,1,7,11,1,0.0,1,1.0,0.244444444,0.414795244,1
1,1,3,9254,2,1,0.157894737,1,4,19,5,4,0.208421053,2,1,1,1,2,1,0.018867925,1,1,6,7,1,0.0,1,1,6,6,1,0.0,1,0.593023256,1.0,0.311756935,1
1,1,2,171,2,1,0.2,1,3,29,4,6,0.177894737,1,1,1,1,2,1,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,17,4,9119,2,1,0.452631579,1,1,19,5,4,0.32,2,1,1,2,2,2,0.018867925,1,1,6,10,5,0.649006623,1,1,6,10,4,0.664102564,1,0.151162791,0.488888889,1.0,1
1,44,2,9003,2,39,0.473684211,1,37,37,10,5,0.473684211,1,1,1,2,2,1,0.056603774,1,1,7,13,4,0.609271523,1,1,7,13,4,0.735897436,1,0.558139535,0.288888889,0.772787318,1
1,44,2,9070,2,39,0.473684211,1,1,19,5,5,0.473684211,1,1,1,2,2,1,0.150943396,1,3,8,10,7,0.666035951,1,6,10,10,10,0.676068376,1,1.0,0.244444444,0.414795244,0
1,17,2,9130,2,1,0.389473684,1,2,1,5,2,0.345263158,1,1,1,2,2,1,0.018867925,1,1,7,10,7,0.635761589,1,1,7,11,6,0.655128205,1,0.406976744,0.311111111,0.80317041,1
1,1,2,9003,2,1,0.557894737,1,19,37,10,10,0.385263158,2,1,1,2,2,1,0.037735849,1,9,13,18,12,0.635761589,3,5,13,22,13,0.662721894,1,0.918604651,0.8,0.0,0
1,1,2,171,2,1,0.389473684,1,1,1,5,2,0.256842105,2,1,1,2,2,1,0.056603774,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,18,3,9238,2,1,0.326315789,1,19,37,6,8,0.367368421,2,1,1,2,2,2,0.056603774,1,2,8,10,7,0.635761589,1,3,7,7,7,0.601282052,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9119,2,1,0.273684211,1,3,1,3,4,0.2,1,1,1,2,2,1,0.056603774,1,1,6,10,5,0.614569536,1,1,6,8,5,0.659615385,3,0.0,0.755555556,0.578599736,0
1,1,3,9147,2,1,0.263157895,1,1,37,5,10,0.193684211,2,1,1,2,2,2,0.037735849,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.406976744,0.311111111,0.80317041,1
1,1,2,9147,2,1,0.294736842,1,1,19,5,6,0.24,1,1,1,2,2,1,0.056603774,1,1,6,10,6,0.635761589,1,1,6,10,5,0.7,1,0.151162791,0.488888889,1.0,0
1,1,7,9500,2,1,0.284210526,1,1,1,4,8,0.203157895,2,1,1,2,2,1,0.018867925,1,1,8,9,7,0.740485651,1,1,9,13,7,0.648397436,2,0.406976744,0.311111111,0.80317041,0
1,1,2,9670,2,1,0.431578947,1,2,38,144,164,0.365263158,2,1,1,2,2,1,0.037735849,1,1,7,11,5,0.662251656,1,1,7,13,2,0.538461539,4,1.0,0.244444444,0.414795244,0
1,18,2,9147,2,1,0.252631579,1,37,37,8,8,0.178947368,2,1,1,1,2,1,0.056603774,1,1,6,6,1,0.0,1,1,6,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,39,2,9670,2,1,0.263157895,1,38,37,8,8,0.473684211,1,1,1,2,2,1,0.132075472,1,1,7,16,5,0.556291391,1,1,7,17,5,0.673076923,1,0.918604651,0.8,0.0,1
1,44,2,9003,2,39,0.578947368,1,38,38,10,9,0.578947368,2,1,1,2,2,1,0.056603774,1,1,7,9,6,0.681173132,1,1,7,12,7,0.662307692,1,1.0,0.244444444,0.414795244,0
1,1,4,9670,2,1,0.273684211,1,3,19,3,9,0.288421053,2,1,1,2,2,1,0.037735849,1,1,6,8,4,0.618101545,1,1,6,6,5,0.646153846,1,0.209302326,0.0,0.124174373,0
1,51,2,9119,2,1,0.473684211,1,1,19,5,5,0.578947368,1,1,1,2,2,1,0.113207547,1,1,6,8,3,0.688741722,1,1,6,12,2,0.538461539,1,0.151162791,0.488888889,1.0,1
1,17,3,9254,2,1,0.421052632,1,19,19,5,4,0.421052632,2,1,1,2,2,1,0.056603774,1,1,7,9,7,0.626931567,1,1,7,10,6,0.56,1,0.0,0.755555556,0.578599736,0
1,17,3,9119,2,1,0.263157895,1,10,12,10,10,0.267368421,2,1,1,2,2,1,0.056603774,1,1,6,7,4,0.582781457,1,1,6,7,1,0.0,1,0.372093023,0.488888889,0.766182299,1
2,17,6,9119,2,1,0.326315789,1,37,38,5,5,0.293684211,2,1,1,2,2,1,0.075471698,1,1,6,11,5,0.699337748,1,1,6,8,5,0.767307692,3,0.0,0.755555556,0.578599736,0
1,1,2,9773,2,1,0.789473684,1,1,19,10,8,0.631578947,1,1,1,2,2,2,0.018867925,1,1,7,7,7,0.821192053,1,1,7,7,7,0.762820513,1,0.406976744,0.311111111,0.80317041,0
1,1,4,9254,2,1,0.294736842,1,1,1,5,4,0.298947368,2,1,1,2,2,1,0.018867925,1,1,7,9,7,0.653421633,1,1,7,7,7,0.735897436,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9147,2,1,0.263157895,1,3,38,4,8,0.307368421,2,1,1,2,2,1,0.018867925,1,1,6,14,6,0.635761589,1,1,6,10,5,0.613846154,1,0.73255814,0.111111111,0.640686922,0
1,44,2,9003,2,39,0.368421053,1,3,3,8,2,0.368421053,2,1,1,2,2,1,0.056603774,1,1,7,13,5,0.614569536,1,1,7,12,6,0.619230769,1,0.918604651,0.8,0.0,0
1,17,2,9773,2,1,0.368421053,1,19,38,5,10,0.328421053,1,1,1,2,2,2,0.018867925,1,1,7,8,7,0.600441501,1,1,7,9,7,0.661538462,1,1.0,0.244444444,0.414795244,0
1,17,2,9773,2,1,0.231578947,1,37,37,1,5,0.268421053,2,1,1,2,2,1,0.037735849,1,1,7,13,1,0.0,2,1,7,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,17,2,9119,2,1,0.378947368,1,1,3,10,11,0.302105263,2,1,1,2,2,1,0.056603774,1,1,6,8,5,0.635761589,1,1,6,9,3,0.673076923,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9130,2,1,0.368421053,1,19,38,5,8,0.289473684,1,1,1,2,2,1,0.037735849,1,1,6,12,5,0.635761589,2,1,6,10,6,0.678461539,1,0.209302326,0.0,0.124174373,0
1,51,2,171,2,1,0.347368421,1,2,1,4,4,0.381052632,2,1,1,2,2,1,0.075471698,1,7,13,13,13,0.72406181,1,5,12,17,12,0.7,1,0.151162791,0.488888889,1.0,0
2,39,2,9003,2,1,0.401052632,1,1,19,5,5,0.263157895,1,1,2,1,2,1,0.150943396,1,1,7,18,3,0.768211921,3,1,7,14,1,0.0,2,0.918604651,0.8,0.0,1
1,1,2,9085,2,1,0.294736842,1,1,1,5,10,0.228421053,2,1,1,2,2,2,0.056603774,1,1,7,11,5,0.699337748,1,1,7,9,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,53,2,9085,2,42,0.578947368,1,1,1,10,5,0.578947368,2,1,1,2,2,2,0.094339623,1,2,8,12,6,0.644591612,1,5,9,15,6,0.796923077,1,0.151162791,0.488888889,1.0,1
4,39,2,9773,2,19,0.401052632,1,37,37,10,2,0.236842105,1,1,1,2,1,1,0.41509434,1,1,7,11,5,0.59602649,1,1,7,7,7,0.61025641,1,0.372093023,0.488888889,0.766182299,0
1,1,3,9670,2,1,0.473684211,1,3,1,3,7,0.448421053,2,1,1,2,2,2,0.075471698,1,1,7,9,7,0.803532009,1,1,7,8,7,0.776923077,1,0.151162791,0.488888889,1.0,0
1,17,2,9254,2,1,0.326315789,1,1,1,10,10,0.308421053,1,1,1,2,1,2,0.037735849,1,1,7,9,7,0.591611479,1,1,7,8,5,0.721538462,1,1.0,0.244444444,0.414795244,0
1,39,2,9500,2,19,0.401052632,1,37,37,10,8,0.221052632,1,1,1,2,1,2,0.169811321,1,1,8,9,7,0.581898455,1,1,8,9,7,0.591410256,1,0.0,0.755555556,0.578599736,0
1,18,3,9238,2,1,0.273684211,1,19,1,5,4,0.277894737,2,1,1,2,1,2,0.037735849,1,1,7,9,5,0.569536424,1,1,7,12,6,0.619230769,1,0.918604651,0.8,0.0,0
1,53,2,9085,2,42,0.473684211,1,1,3,5,3,0.503157895,2,1,1,1,1,2,0.056603774,1,8,13,16,12,0.709118696,1,5,10,14,8,0.76923077,1,0.151162791,0.488888889,1.0,0
1,17,2,9670,2,1,0.401052632,1,1,37,5,10,0.010526316,2,1,1,2,1,2,0.150943396,1,1,7,9,7,0.597918638,1,1,7,11,6,0.656923077,1,0.918604651,0.8,0.0,0
1,17,7,9119,2,1,0.305263158,1,19,19,5,1,0.327368421,2,1,1,2,2,1,0.056603774,1,1,6,8,5,0.688741722,1,1,6,10,6,0.798717949,4,0.0,0.755555556,0.578599736,0
2,39,2,9003,2,1,0.263157895,1,37,37,10,10,0.64,1,1,1,2,2,1,0.226415094,1,1,7,10,7,0.853568801,1,1,7,8,7,0.726923077,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9773,2,1,0.401052632,1,1,3,10,10,0.221052632,1,1,1,2,2,1,0.056603774,1,1,7,9,7,0.609271523,1,1,7,9,7,0.592307692,1,1.0,0.244444444,0.414795244,0
1,44,2,9130,2,39,0.157894737,1,3,4,3,3,0.157894737,2,1,1,2,2,1,0.056603774,1,1,7,16,5,0.569536424,1,1,7,13,3,0.565384615,1,0.73255814,0.111111111,0.640686922,1
1,39,2,9670,2,19,0.401052632,1,19,1,6,9,0.023157895,2,1,1,2,2,2,0.132075472,1,1,7,11,5,0.614569536,1,1,7,9,6,0.7,1,0.406976744,0.311111111,0.80317041,0
1,39,2,9500,2,19,0.401052632,1,1,3,3,3,0.052631579,1,1,2,2,2,1,0.132075472,1,1,8,22,1,0.0,4,1,8,8,1,0.0,1,1.0,0.244444444,0.414795244,1
1,7,2,9119,2,40,0.473684211,1,3,1,3,6,0.473684211,1,1,1,2,2,1,0.113207547,1,1,6,6,6,0.731125828,1,1,6,8,6,0.761538461,1,0.406976744,0.311111111,0.80317041,0
1,43,2,9556,2,1,0.368421053,1,1,37,6,6,0.347368421,2,1,1,2,2,1,0.056603774,1,1,8,9,8,0.719772943,1,1,9,9,9,0.790865385,1,0.918604651,0.8,0.0,0
1,17,3,9670,2,1,0.157894737,1,1,1,5,11,0.213684211,2,1,1,2,2,1,0.037735849,1,1,7,9,7,0.734153264,1,1,7,9,6,0.7,1,0.918604651,0.8,0.0,0
4,39,2,9003,2,1,0.473684211,1,37,37,10,9,0.578947368,1,1,1,2,2,1,0.20754717,1,1,7,13,6,0.635761589,1,1,7,11,7,0.664102564,1,0.406976744,0.311111111,0.80317041,0
1,44,2,9003,2,39,0.684210526,1,1,38,5,5,0.684210526,2,1,1,2,2,2,0.056603774,1,1,7,10,7,0.712288447,1,1,7,10,6,0.678461539,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9070,2,1,0.452631579,1,38,37,4,4,0.401052632,1,1,1,2,2,1,0.018867925,1,1,7,7,7,0.741721854,1,1,7,8,7,0.746153846,1,0.151162791,0.488888889,1.0,0
1,1,2,9670,2,1,0.326315789,1,1,1,91,91,0.252631579,2,1,2,2,2,1,0.056603774,1,1,7,11,2,0.635761589,2,1,7,1,1,0.0,1,0.372093023,0.488888889,0.766182299,1
2,39,2,9500,2,1,0.368421053,1,37,37,192,184,0.723157895,1,1,1,2,1,1,0.339622642,1,1,8,12,6,0.706754967,1,1,8,10,6,0.583692308,1,0.558139535,0.288888889,0.772787318,0
1,39,2,9500,2,40,0.368421053,1,37,37,10,8,0.368421053,1,1,1,2,1,1,0.188679245,1,4,9,13,8,0.659981079,1,4,9,13,8,0.670769231,1,0.593023256,1.0,0.311756935,0
1,17,6,9773,2,1,0.284210526,1,38,38,8,8,0.295789474,2,1,1,1,1,1,0.037735849,1,1,7,13,4,0.582781457,1,1,7,13,4,0.646153846,1,0.209302326,0.0,0.124174373,1
1,1,2,171,2,1,0.410526316,1,19,37,8,8,0.432631579,2,1,1,2,2,1,0.037735849,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.209302326,0.0,0.124174373,0
1,43,2,9070,2,1,0.410526316,1,19,37,8,8,0.396842105,2,1,1,2,2,1,0.094339623,1,10,14,14,14,0.741721854,1,8,13,14,13,0.7,1,0.918604651,0.8,0.0,0
1,43,2,9500,2,1,0.473684211,100,1,1,7,7,0.349473684,1,1,1,2,1,1,0.41509434,2,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,17,2,9254,2,1,0.336842105,1,1,1,5,9,0.333684211,2,1,1,1,2,1,0.094339623,1,1,2,2,1,0.0,1,1,7,1,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,17,2,171,2,1,0.505263158,1,19,37,6,10,0.645263158,2,1,1,2,2,2,0.037735849,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.406976744,0.311111111,0.80317041,0
1,10,2,9254,2,1,0.210526316,24,3,1,10,10,0.222105263,2,1,1,2,1,1,0.037735849,2,1,7,7,7,0.715231788,1,1,7,7,7,0.771794872,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9500,2,1,0.378947368,1,19,37,10,10,0.303157895,2,1,1,2,1,1,0.037735849,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.918604651,0.8,0.0,1
1,1,2,171,2,1,0.536842105,1,19,37,10,8,0.610526316,2,1,1,2,1,2,0.075471698,1,16,18,19,18,0.709345107,1,16,18,19,18,0.801709402,1,0.406976744,0.311111111,0.80317041,0
1,7,2,9500,2,5,0.473684211,1,19,1,5,2,0.473684211,2,1,1,1,1,1,0.41509434,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,17,2,171,2,1,0.421052632,1,19,1,5,2,0.388421053,2,1,1,2,2,1,0.037735849,1,7,13,13,13,0.719646799,1,5,12,13,12,0.731410256,1,0.151162791,0.488888889,1.0,0
1,1,2,171,2,1,0.4,1,37,19,10,9,0.488421053,1,1,1,2,2,2,0.056603774,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.73255814,0.111111111,0.640686922,0
1,39,2,9147,2,12,0.401052632,1,1,1,10,5,0.473684211,2,1,2,1,2,1,0.132075472,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.593023256,1.0,0.311756935,1
1,17,2,9085,2,1,0.368421053,1,19,1,10,5,0.066315789,2,1,1,2,2,1,0.056603774,1,1,7,13,5,0.678145695,1,1,7,18,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,1,2,9670,2,1,0.315789474,1,19,1,8,5,0.290526316,1,1,1,2,2,1,0.075471698,1,1,6,8,6,0.591611479,1,1,6,6,5,0.592307692,1,0.209302326,0.0,0.124174373,1
1,1,2,171,2,1,0.410526316,1,3,2,3,3,0.491578947,2,1,1,2,2,1,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.0,0.755555556,0.578599736,0
1,1,2,9500,2,1,0.589473684,1,1,1,5,4,0.392631579,1,1,1,2,2,1,0.037735849,1,1,9,10,8,0.679659414,1,1,9,10,8,0.690769231,1,0.593023256,1.0,0.311756935,0
1,17,2,9773,2,1,0.178947368,1,1,1,6,2,0.175789474,1,1,2,1,2,1,0.037735849,1,1,7,7,7,0.662251656,1,1,7,11,5,0.678461539,1,0.918604651,0.8,0.0,1
1,39,2,9119,2,1,0.263157895,1,37,37,10,10,0.038947368,1,1,1,2,2,2,0.20754717,1,1,6,13,4,0.529801325,1,1,6,11,4,0.667692308,1,0.558139535,0.288888889,0.772787318,0
1,15,2,9254,2,1,0.473684211,26,19,1,10,8,0.473684211,2,1,1,1,1,1,0.075471698,2,1,7,7,7,0.609271523,1,1,7,11,5,0.713461539,1,0.73255814,0.111111111,0.640686922,0
1,10,2,9500,2,1,0.473684211,24,3,3,3,10,0.473684211,2,1,2,1,1,1,0.113207547,2,1,9,12,8,0.600189215,1,1,9,12,8,0.61,1,0.593023256,1.0,0.311756935,1
4,39,2,9003,2,1,0.401052632,1,19,19,10,5,0.06,1,1,1,2,1,1,0.41509434,1,1,7,16,3,0.688741722,3,1,7,14,4,0.7,2,0.918604651,0.8,0.0,0
1,17,4,9500,2,1,0.505263158,1,38,1,10,6,0.408421053,2,1,1,2,1,1,0.018867925,1,1,8,8,7,0.690507726,1,1,8,8,7,0.701794872,1,0.0,0.755555556,0.578599736,0
2,15,2,9773,2,1,0.401052632,41,37,37,10,7,0.052631579,1,1,1,2,1,1,0.79245283,2,1,7,9,7,0.644591612,1,1,7,8,5,0.632692308,1,0.406976744,0.311111111,0.80317041,0
1,7,2,9119,2,4,0.894736842,1,4,3,3,8,0.894736842,1,1,2,2,2,1,0.245283019,1,1,6,7,5,0.768211921,1,1,6,11,4,0.872307692,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9085,2,1,0.431578947,1,1,38,10,10,0.376842105,2,1,1,2,1,1,0.018867925,1,1,6,8,6,0.762913907,2,1,6,6,6,0.732307692,1,0.593023256,1.0,0.311756935,0
1,39,2,9500,2,1,0.368421053,1,37,19,10,9,0.117894737,2,1,1,2,1,1,0.188679245,1,1,8,15,1,0.0,1,1,8,15,1,0.0,1,0.406976744,0.311111111,0.80317041,1
